Year,Value,SERIES,UNIT_MEASURE
2010,153066.0,VC_DSR_PDAN,NUMBER
2011,3334.0,VC_DSR_PDAN,NUMBER
2012,3983.0,VC_DSR_PDAN,NUMBER
2013,1918.0,VC_DSR_PDAN,NUMBER
2014,120514.0,VC_DSR_PDAN,NUMBER
2015,1479914.0,VC_DSR_PDAN,NUMBER
2016,5980.0,VC_DSR_PDAN,NUMBER
2017,805169.0,VC_DSR_PDAN,NUMBER
2018,9187.0,VC_DSR_PDAN,NUMBER
2019,33551.0,VC_DSR_PDAN,NUMBER
2005,54.0,VC_DSR_PDLN,NUMBER
2006,247335.0,VC_DSR_PDLN,NUMBER
2007,19634.0,VC_DSR_PDLN,NUMBER
2008,304190.0,VC_DSR_PDLN,NUMBER
2009,132266.0,VC_DSR_PDLN,NUMBER
2010,37947.0,VC_DSR_PDLN,NUMBER
2011,3167.0,VC_DSR_PDLN,NUMBER
2012,13952.0,VC_DSR_PDLN,NUMBER
2013,12849.0,VC_DSR_PDLN,NUMBER
2014,194283.0,VC_DSR_PDLN,NUMBER
2015,4936439.0,VC_DSR_PDLN,NUMBER
2016,61092.0,VC_DSR_PDLN,NUMBER
2017,93076.0,VC_DSR_PDLN,NUMBER
2018,39933.0,VC_DSR_PDLN,NUMBER
2019,123288.0,VC_DSR_PDLN,NUMBER
2005,5796.0,VC_DSR_PDYN,NUMBER
2006,10496.0,VC_DSR_PDYN,NUMBER
2007,51505.0,VC_DSR_PDYN,NUMBER
2008,87290.0,VC_DSR_PDYN,NUMBER
2009,20485.0,VC_DSR_PDYN,NUMBER
2010,29031.0,VC_DSR_PDYN,NUMBER
2011,7083.0,VC_DSR_PDYN,NUMBER
2012,20708.0,VC_DSR_PDYN,NUMBER
2013,11911.0,VC_DSR_PDYN,NUMBER
2014,48983.0,VC_DSR_PDYN,NUMBER
2015,3791246.0,VC_DSR_PDYN,NUMBER
2016,16744.0,VC_DSR_PDYN,NUMBER
2017,212613.0,VC_DSR_PDYN,NUMBER
2018,12233.0,VC_DSR_PDYN,NUMBER
2019,24110.0,VC_DSR_PDYN,NUMBER
