Year,Value,Units,Series
2016,47.0,NUMBER,VC_DSR_MISS
2017,67.0,NUMBER,VC_DSR_MISS
2018,9.0,NUMBER,VC_DSR_MISS
2019,41.0,NUMBER,VC_DSR_MISS
2005,433.0,NUMBER,VC_DSR_MMHN
2006,700.0,NUMBER,VC_DSR_MMHN
2007,729.0,NUMBER,VC_DSR_MMHN
2008,1061.0,NUMBER,VC_DSR_MMHN
2009,1400.0,NUMBER,VC_DSR_MMHN
2010,1144.0,NUMBER,VC_DSR_MMHN
2011,553.0,NUMBER,VC_DSR_MMHN
2012,492.0,NUMBER,VC_DSR_MMHN
2013,640.0,NUMBER,VC_DSR_MMHN
2014,784.0,NUMBER,VC_DSR_MMHN
2015,9460.0,NUMBER,VC_DSR_MMHN
2016,497.0,NUMBER,VC_DSR_MMHN
2017,557.0,NUMBER,VC_DSR_MMHN
2018,487.0,NUMBER,VC_DSR_MMHN
2019,530.0,NUMBER,VC_DSR_MMHN
2005,333.0,NUMBER,VC_DSR_MORT
2006,599.0,NUMBER,VC_DSR_MORT
2007,637.0,NUMBER,VC_DSR_MORT
2008,936.0,NUMBER,VC_DSR_MORT
2009,1260.0,NUMBER,VC_DSR_MORT
2010,1002.0,NUMBER,VC_DSR_MORT
2011,418.0,NUMBER,VC_DSR_MORT
2012,442.0,NUMBER,VC_DSR_MORT
2013,456.0,NUMBER,VC_DSR_MORT
2014,503.0,NUMBER,VC_DSR_MORT
2015,9248.0,NUMBER,VC_DSR_MORT
2016,450.0,NUMBER,VC_DSR_MORT
2017,490.0,NUMBER,VC_DSR_MORT
2018,478.0,NUMBER,VC_DSR_MORT
2019,489.0,NUMBER,VC_DSR_MORT
2005,1.77206,PER_100000_POP,VC_DSR_MTMP
2006,2.82638,PER_100000_POP,VC_DSR_MTMP
2007,2.90404,PER_100000_POP,VC_DSR_MTMP
2008,4.16997,PER_100000_POP,VC_DSR_MTMP
2009,5.4286,PER_100000_POP,VC_DSR_MTMP
2010,4.37651,PER_100000_POP,VC_DSR_MTMP
2011,2.08723,PER_100000_POP,VC_DSR_MTMP
2012,1.83083,PER_100000_POP,VC_DSR_MTMP
2013,2.34799,PER_100000_POP,VC_DSR_MTMP
2014,2.83585,PER_100000_POP,VC_DSR_MTMP
2015,33.74004,PER_100000_POP,VC_DSR_MTMP
2016,1.74806,PER_100000_POP,VC_DSR_MTMP
2017,1.9323,PER_100000_POP,VC_DSR_MTMP
2018,1.66673,PER_100000_POP,VC_DSR_MTMP
2019,1.85258,PER_100000_POP,VC_DSR_MTMP
2005,2156.0,NUMBER,VC_DSR_PDAN
2006,46363.0,NUMBER,VC_DSR_PDAN
2007,7985.0,NUMBER,VC_DSR_PDAN
2008,17898.0,NUMBER,VC_DSR_PDAN
2009,49702.0,NUMBER,VC_DSR_PDAN
2010,153066.0,NUMBER,VC_DSR_PDAN
2011,3334.0,NUMBER,VC_DSR_PDAN
2012,3983.0,NUMBER,VC_DSR_PDAN
2013,1918.0,NUMBER,VC_DSR_PDAN
2014,120514.0,NUMBER,VC_DSR_PDAN
2015,1479914.0,NUMBER,VC_DSR_PDAN
2016,5980.0,NUMBER,VC_DSR_PDAN
2017,805169.0,NUMBER,VC_DSR_PDAN
2018,9187.0,NUMBER,VC_DSR_PDAN
2019,33551.0,NUMBER,VC_DSR_PDAN
2005,54.0,NUMBER,VC_DSR_PDLN
2006,247335.0,NUMBER,VC_DSR_PDLN
2007,19634.0,NUMBER,VC_DSR_PDLN
2008,304190.0,NUMBER,VC_DSR_PDLN
2009,132266.0,NUMBER,VC_DSR_PDLN
2010,37947.0,NUMBER,VC_DSR_PDLN
2011,3167.0,NUMBER,VC_DSR_PDLN
2012,13952.0,NUMBER,VC_DSR_PDLN
2013,12849.0,NUMBER,VC_DSR_PDLN
2014,194283.0,NUMBER,VC_DSR_PDLN
2015,4936439.0,NUMBER,VC_DSR_PDLN
2016,61092.0,NUMBER,VC_DSR_PDLN
2017,93076.0,NUMBER,VC_DSR_PDLN
2018,39933.0,NUMBER,VC_DSR_PDLN
2019,123288.0,NUMBER,VC_DSR_PDLN
2005,5796.0,NUMBER,VC_DSR_PDYN
2006,10496.0,NUMBER,VC_DSR_PDYN
2007,51505.0,NUMBER,VC_DSR_PDYN
2008,87290.0,NUMBER,VC_DSR_PDYN
2009,20485.0,NUMBER,VC_DSR_PDYN
2010,29031.0,NUMBER,VC_DSR_PDYN
2011,7083.0,NUMBER,VC_DSR_PDYN
2012,20708.0,NUMBER,VC_DSR_PDYN
2013,11911.0,NUMBER,VC_DSR_PDYN
2014,48983.0,NUMBER,VC_DSR_PDYN
2015,3791246.0,NUMBER,VC_DSR_PDYN
2016,16744.0,NUMBER,VC_DSR_PDYN
2017,212613.0,NUMBER,VC_DSR_PDYN
2018,12233.0,NUMBER,VC_DSR_PDYN
2019,24110.0,NUMBER,VC_DSR_PDYN
